Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score,Location
170182,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,66209,Johnson,0.986935,0.839602,1.028992,1.006425,0 out of 10,1 out of 9,1 out of 10,"5721 WEST 119TH STREET OVERLAND PARK, KS 66209 (38.912835, -94.651473)"
110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31602,Lowndes,0.986935,0.839602,0.994249,0.970020,2 out of 10,1 out of 9,2 out of 10,"2501 NORTH PATTERSON STREET, PO BOX 1727 VALDOSTA, GA 31602 (30.86175, -83.288863)"
170009,SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS,66048,Leavenworth,0.986935,0.839602,0.917126,0.807854,10 out of 10,9 out of 9,10 out of 10,"3500 SOUTH 4TH STREET LEAVENWORTH, KS 66048 (39.283683, -94.903472)"
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,07450,Bergen,0.986935,0.839602,1.088404,1.037758,0 out of 10,2 out of 9,2 out of 10,"223 N VAN DIEN AVENUE RIDGEWOOD, NJ 07450 (40.983204, -74.101761)"
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE STREET,  NE",ATLANTA,GA,30308,Fulton,0.986935,0.839602,0.948131,0.983675,1 out of 10,0 out of 9,1 out of 10,"550 PEACHTREE STREET, NE ATLANTA, GA 30308 (33.769592, -84.385188)"
360087,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,Cuyahoga,0.986935,0.839602,0.927409,0.941136,3 out of 10,0 out of 9,3 out of 10,"1730 WEST 25TH STREET CLEVELAND, OH 44113 (41.487243, -81.705834)"
360089,MERCY TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,TIFFIN,OH,44883,Seneca,0.986935,0.839602,0.888610,0.932719,4 out of 10,0 out of 9,4 out of 10,"45 ST LAWRENCE DRIVE TIFFIN, OH 44883 (41.105138, -83.217094)"
340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,Carteret,0.986935,0.839602,0.915855,0.937164,4 out of 10,0 out of 9,4 out of 10,"3500 ARENDELL ST MOREHEAD CITY, NC 28557 (34.724814, -76.75413)"
390110,CONEMAUGH MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,Cambria,0.986935,0.839602,1.013761,1.028238,0 out of 10,0 out of 9,0 out of 10,"1086 FRANKLIN STREET JOHNSTOWN, PA 15905 (40.305198, -78.918249)"
360109,COSHOCTON REGIONAL MEDICAL CENTER,1460 ORANGE STREET,COSHOCTON,OH,43812,Coshocton,0.986935,0.839602,0.972608,0.877360,7 out of 10,7 out of 9,7 out of 10,"1460 ORANGE STREET COSHOCTON, OH 43812 (40.270442, -81.847577)"
340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,Halifax,0.986935,0.839602,0.955613,0.947548,3 out of 10,0 out of 9,3 out of 10,"250 SMITH CHURCH RD ROANOKE RAPIDS, NC 27870 (36.435313, -77.647046)"
050309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,Placer,0.986935,0.839602,0.953970,0.930357,4 out of 10,2 out of 9,4 out of 10,"ONE MEDICAL PLAZA ROSEVILLE, CA 95661"
100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,Collier,0.986935,0.839602,1.010862,1.026866,0 out of 10,0 out of 9,0 out of 10,"350 7TH ST N NAPLES, FL 34102 (26.150806, -81.799488)"
100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,Flagler,0.986935,0.839602,1.004233,0.995972,0 out of 10,0 out of 9,0 out of 10,"60 MEMORIAL MEDICAL PKWY PALM COAST, FL 32164 (29.478987, -81.190089)"
110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,Douglas,0.986935,0.839602,0.935757,0.925426,4 out of 10,1 out of 9,4 out of 10,"8954 HOSPITAL DRIVE DOUGLASVILLE, GA 30134 (33.738973, -84.73305)"
530014,CHEYENNE REGIONAL MEDICAL CENTER,214 EAST 23RD STREET,CHEYENNE,WY,82001,Laramie,0.986935,0.839602,1.018564,1.018752,0 out of 10,0 out of 9,0 out of 10,"214 EAST 23RD STREET CHEYENNE, WY 82001 (41.139789, -104.817036)"
520049,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE,GREEN BAY,WI,54305,Brown,0.986935,0.839602,0.965398,0.962311,2 out of 10,0 out of 9,2 out of 10,"744 S WEBSTER AVE GREEN BAY, WI 54305 (44.502001, -88.010631)"
200063,PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,ROCKPORT,ME,04856,Knox,0.986935,0.839602,0.912503,0.934722,4 out of 10,0 out of 9,4 out of 10,"6 GLEN COVE DRIVE ROCKPORT, ME 04856 (44.144434, -69.086537)"
350070,ESSENTIA HEALTH FARGO,3000 32ND AVE SOUTH,FARGO,ND,58104,Cass,0.986935,0.839602,0.947547,0.951693,3 out of 10,0 out of 9,3 out of 10,"3000 32ND AVE SOUTH FARGO, ND 58104 (46.8325, -96.828106)"
180080,BAPTIST HEALTH CORBIN,ONE TRILLIUM WAY,CORBIN,KY,40701,Whitley,0.986935,0.839602,0.959568,0.988092,0 out of 10,0 out of 9,0 out of 10,"ONE TRILLIUM WAY CORBIN, KY 40701"
490002,RUSSELL COUNTY HOSPITAL,58 CARROLL STREET,LEBANON,VA,24266,Russell,0.986935,0.839602,0.872655,0.945989,3 out of 10,0 out of 9,3 out of 10,"58 CARROLL STREET LEBANON, VA 24266 (36.899027, -82.078105)"
250126,NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DR,SENATOBIA,MS,38668,Tate,0.986935,0.839602,0.932502,0.905437,5 out of 10,2 out of 9,5 out of 10,"401 GETWELL DR SENATOBIA, MS 38668 (34.624678, -89.956744)"
360185,SALEM REGIONAL MEDICAL CENTER,1995 EAST STATE STREET,SALEM,OH,44460,Columbiana,0.986935,0.839602,1.050057,1.098620,0 out of 10,0 out of 9,0 out of 10,"1995 EAST STATE STREET SALEM, OH 44460 (40.900945, -80.832361)"
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,Hidalgo,0.986935,0.839602,1.051316,1.025172,0 out of 10,1 out of 9,1 out of 10,"1102 W TRENTON ROAD EDINBURG, TX 78539 (26.263341, -98.182849)"
340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,Craven,0.986935,0.839602,0.897207,0.912085,5 out of 10,0 out of 9,5 out of 10,"2000 NEUSE BLVD NEW BERN, NC 28560 (35.111893, -77.066216)"
050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90502,Los Angeles,0.986935,0.839602,0.949006,1.001868,0 out of 10,0 out of 9,0 out of 10,"1000 W CARSON ST TORRANCE, CA 90502 (33.831583, -118.294546)"
460057,PARK CITY HOSPITAL,900 ROUND VALLEY DRIVE,PARK CITY,UT,84060,Summit,0.986935,0.839602,0.992254,0.968670,2 out of 10,1 out of 9,2 out of 10,"900 ROUND VALLEY DRIVE PARK CITY, UT 84060 (40.687697, -111.468952)"
330393,UNIVERSITY HOSPITAL AT STONY BROOK,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,Suffolk,0.986935,0.839602,0.982086,0.992828,0 out of 10,0 out of 9,0 out of 10,"HEALTH SCIENCES CENTER SUNY STONY BROOK, NY 11794"
310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,08103,Camden,0.986935,0.839602,1.052982,1.048722,0 out of 10,0 out of 9,0 out of 10,"1 COOPER PLAZA CAMDEN, NJ 08103 (39.940802, -75.115757)"
140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,Cook,0.986935,0.839602,1.106127,1.101857,0 out of 10,0 out of 9,0 out of 10,"800 W CENTRAL ROAD ARLINGTON HEIGHTS, IL 60005 (42.066604, -87.992951)"
010112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,Marengo,0.986935,0.839602,1.035165,0.998832,0 out of 10,1 out of 9,1 out of 10,"105 HIGHWAY 80 EAST DEMOPOLIS, AL 36732 (32.503676, -87.836744)"
150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,IN,46706,DeKalb,0.986935,0.839602,0.992250,0.990729,0 out of 10,0 out of 9,0 out of 10,"1316 E SEVENTH ST AUBURN, IN 46706 (41.367669, -85.035573)"
270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,Cascade,0.986935,0.839602,0.980309,0.972157,1 out of 10,0 out of 9,1 out of 10,"1101 26TH ST S GREAT FALLS, MT 59405 (47.491848, -111.262615)"
110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,Toombs,0.986935,0.839602,0.968498,0.966102,2 out of 10,0 out of 9,2 out of 10,"ONE MEADOWS PARKWAY VIDALIA, GA 30474"
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,Los Angeles,0.986935,0.839602,0.816621,0.765739,10 out of 10,9 out of 9,10 out of 10,"1011 BALDWIN PARK BLVD BALDWIN PARK, CA 91706 (34.064642, -117.984646)"
520070,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,1221 WHIPPLE ST,EAU CLAIRE,WI,54703,Eau Claire,0.986935,0.839602,1.026999,0.988757,0 out of 10,2 out of 9,2 out of 10,"1221 WHIPPLE ST EAU CLAIRE, WI 54703 (44.812055, -91.51354)"
520076,BEAVER DAM COMMUNITY HOSPITAL,707 S UNIVERSITY AVE,BEAVER DAM,WI,53916,Dodge,0.986935,0.839602,0.895177,0.933622,4 out of 10,0 out of 9,4 out of 10,"707 S UNIVERSITY AVE BEAVER DAM, WI 53916 (43.448477, -88.828197)"
250038,MERIT HEALTH MADISON,161 RIVER OAKS DRIVE,CANTON,MS,39046,Madison,0.986935,0.839602,0.919929,0.990521,0 out of 10,0 out of 9,0 out of 10,"161 RIVER OAKS DRIVE CANTON, MS 39046 (32.582157, -90.081677)"
370215,"OKLAHOMA HEART HOSPITAL, LLC",4050 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,Oklahoma,0.986935,0.839602,0.943690,0.968723,2 out of 10,0 out of 9,2 out of 10,"4050 WEST MEMORIAL ROAD OKLAHOMA CITY, OK 73120 (35.609035, -97.596201)"
110023,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,Gordon,0.986935,0.839602,0.918339,0.904974,6 out of 10,1 out of 9,6 out of 10,"1035 RED BUD ROAD CALHOUN, GA 30701 (34.511878, -84.92537)"
290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,NV,89030,Clark,0.986935,0.839602,1.017975,1.080779,0 out of 10,0 out of 9,0 out of 10,"1409 EAST LAKE MEAD BLVD NORTH LAS VEGAS, NV 89030 (36.195739, -115.122986)"
140113,OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,Champaign,0.986935,0.839602,0.947782,0.984003,1 out of 10,0 out of 9,1 out of 10,"1400 WEST PARK AVENUE URBANA, IL 61801 (40.117391, -88.227123)"
420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29925,Beaufort,0.986935,0.839602,0.964213,0.962212,2 out of 10,0 out of 9,2 out of 10,"25 HOSPITAL CENTER BLVD HILTON HEAD ISLAND, SC 29925 (32.21932, -80.7125)"
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,Broome,0.986935,0.839602,0.918740,0.932874,4 out of 10,0 out of 9,4 out of 10,"10-42 MITCHELL AVENUE BINGHAMTON, NY 13903 (42.088097, -75.914166)"
360068,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,Lucas,0.986935,0.839602,1.025628,1.009870,0 out of 10,0 out of 9,0 out of 10,"2142 NORTH COVE BOULEVARD TOLEDO, OH 43606 (41.670821, -83.594834)"
450475,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,300 WILSON STREET,HENDERSON,TX,75652,Rusk,0.986935,0.839602,1.019162,1.046823,0 out of 10,0 out of 9,0 out of 10,"300 WILSON STREET HENDERSON, TX 75652 (32.161614, -94.796433)"
100313,SACRED HEART HOSPITAL ON THE GULF,3801 E HWY 98,PORT SAINT JOE,FL,32456,Gulf,0.986935,0.839602,0.972315,0.974594,1 out of 10,0 out of 9,1 out of 10,"3801 E HWY 98 PORT SAINT JOE, FL 32456 (29.776562, -85.287605)"
390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,Philadelphia,0.986935,0.839602,1.021223,1.041984,0 out of 10,0 out of 9,0 out of 10,"34TH & SPRUCE STS PHILADELPHIA, PA 19104"
450686,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,79415,Lubbock,0.986935,0.839602,1.042457,1.049907,0 out of 10,0 out of 9,0 out of 10,"602 INDIANA AVENUE LUBBOCK, TX 79415 (33.589429, -101.887977)"
060003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,LONGMONT,CO,80501,Boulder,0.986935,0.839602,1.018782,1.014773,0 out of 10,0 out of 9,0 out of 10,"1950 MOUNTAIN VIEW AVENUE LONGMONT, CO 80501 (40.181324, -105.126382)"
510071,BLUEFIELD REGIONAL MEDICAL CENTER,500 CHERRY ST,BLUEFIELD,WV,24701,Mercer,0.986935,0.839602,0.975470,0.989319,0 out of 10,0 out of 9,0 out of 10,"500 CHERRY ST BLUEFIELD, WV 24701 (37.257517, -81.234129)"
050336,ADVENTIST HEALTH LODI MEMORIAL,975 S FAIRMONT AVENUE,LODI,CA,95240,San Joaquin,0.986935,0.839602,0.945895,0.953183,3 out of 10,0 out of 9,3 out of 10,"975 S FAIRMONT AVENUE LODI, CA 95240 (38.121634, -121.285787)"
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,Orange,0.986935,0.839602,0.988698,0.963855,2 out of 10,1 out of 9,2 out of 10,"ONE HOAG DRIVE NEWPORT BEACH, CA 92663"
280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,Sarpy,0.986935,0.839602,0.960942,0.929174,4 out of 10,2 out of 9,4 out of 10,"2500 BELLEVUE MEDICAL CENTER DR BELLEVUE, NE 68123 (41.13639, -95.94586)"
100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,Hillsborough,0.986935,0.839602,1.010428,0.995799,0 out of 10,0 out of 9,0 out of 10,"1 TAMPA GENERAL CIR TAMPA, FL 33606 (27.937272, -82.459128)"
230216,MCLAREN PORT HURON,1221 PINE GROVE AVE,PORT HURON,MI,48060,Saint Clair,0.986935,0.839602,0.951738,0.940060,3 out of 10,1 out of 9,3 out of 10,"1221 PINE GROVE AVE PORT HURON, MI 48060 (42.986743, -82.427839)"
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,Queens,0.986935,0.839602,0.906965,0.938105,3 out of 10,0 out of 9,3 out of 10,"82-68 164TH STREET JAMAICA, NY 11432 (40.71698, -73.803431)"
360056,MERCY HOSPITAL FAIRFIELD,3000 MACK ROAD,FAIRFIELD,OH,45014,Butler,0.986935,0.839602,1.008482,1.002685,0 out of 10,0 out of 9,0 out of 10,"3000 MACK ROAD FAIRFIELD, OH 45014 (39.310902, -84.519501)"
250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,39301,Lauderdale,0.986935,0.839602,1.199148,1.264387,0 out of 10,0 out of 9,0 out of 10,"1314 19TH AVE MERIDIAN, MS 39301 (32.370664, -88.697779)"
390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,Fayette,0.986935,0.839602,0.999104,0.993705,0 out of 10,0 out of 9,0 out of 10,"500 WEST BERKELEY STREET UNIONTOWN, PA 15401 (39.901996, -79.737619)"
440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,Washington,0.986935,0.839602,0.994606,1.027020,0 out of 10,0 out of 9,0 out of 10,"400 N STATE OF FRANKLIN RD JOHNSON CITY, TN 37604 (36.30826, -82.38649)"
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,Macon,0.986935,0.839602,0.961802,0.967145,2 out of 10,0 out of 9,2 out of 10,"1800 E LAKE SHORE DR DECATUR, IL 62521 (39.82635, -88.93191)"
240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,Ramsey,0.986935,0.839602,0.961818,0.964213,2 out of 10,0 out of 9,2 out of 10,"640 JACKSON STREET SAINT PAUL, MN 55101 (44.955338, -93.096277)"
200041,NORTHERN LIGHT INLAND HOSPITAL,200 KENNEDY MEMORIAL DRIVE,WATERVILLE,ME,04901,Kennebec,0.986935,0.839602,0.992408,0.960932,2 out of 10,2 out of 9,2 out of 10,"200 KENNEDY MEMORIAL DRIVE WATERVILLE, ME 04901 (44.54269, -69.661405)"
050360,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,Marin,0.986935,0.839602,1.001379,0.978659,1 out of 10,1 out of 9,1 out of 10,"250 BON AIR ROAD, PO BOX 8010 GREENBRAE, CA 94904 (37.948884, -122.535897)"
360161,ST JOSEPH WARREN HOSPITAL,667 EASTLAND AVE SE,WARREN,OH,44481,Trumbull,0.986935,0.839602,1.069969,1.039704,0 out of 10,1 out of 9,1 out of 10,"667 EASTLAND AVE SE WARREN, OH 44481 (41.230955, -80.778347)"
520019,ASCENSION ST MARYS HOSPITAL,2251 NORTH SHORE DR,RHINELANDER,WI,54501,Oneida,0.986935,0.839602,0.871791,0.846860,9 out of 10,7 out of 9,9 out of 10,"2251 NORTH SHORE DR RHINELANDER, WI 54501 (45.638482, -89.31114)"
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,Fulton,0.986935,0.839602,0.942989,0.939216,3 out of 10,0 out of 9,3 out of 10,"5665 PEACHTREE DUNWOODY ROAD ATLANTA, GA 30342 (33.908634, -84.35182)"
390090,WEST PENN HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,Allegheny,0.986935,0.839602,1.041274,1.057837,0 out of 10,0 out of 9,0 out of 10,"4800 FRIENDSHIP AVENUE PITTSBURGH, PA 15224 (40.462419, -79.946435)"
010055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,Houston,0.986935,0.839602,1.018918,1.053745,0 out of 10,0 out of 9,0 out of 10,"4370 WEST MAIN STREET DOTHAN, AL 36305 (31.235991, -85.457937)"
160032,SKIFF MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,Jasper,0.986935,0.839602,0.868378,0.916208,5 out of 10,0 out of 9,5 out of 10,"204 N 4TH AVE E NEWTON, IA 50208 (41.702413, -93.051177)"
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,Niagara,0.986935,0.839602,0.922084,0.959785,2 out of 10,0 out of 9,2 out of 10,"621 TENTH STREET NIAGARA FALLS, NY 14302 (43.093433, -79.050429)"
040011,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,DANVILLE,AR,72833,Yell,0.986935,0.839602,0.808835,0.848465,9 out of 10,0 out of 9,9 out of 10,"719 DETROIT STREET DANVILLE, AR 72833 (35.054823, -93.388543)"
450469,WILSON N JONES REGIONAL MEDICAL CENTER,500 N HIGHLAND AVENUE,SHERMAN,TX,75091,Grayson,0.986935,0.839602,1.037190,1.079061,0 out of 10,0 out of 9,0 out of 10,"500 N HIGHLAND AVENUE SHERMAN, TX 75091 (33.635636, -96.622851)"
100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,Pinellas,0.986935,0.839602,1.120590,1.102830,0 out of 10,0 out of 9,0 out of 10,"201 14TH ST SW LARGO, FL 33770 (27.914914, -82.802671)"
190176,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,Orleans,0.986935,0.839602,0.954703,0.998721,0 out of 10,0 out of 9,0 out of 10,"1415 TULANE AVE NEW ORLEANS, LA 70112 (29.955263, -90.076121)"
440151,SAINT THOMAS RIVER PARK HOSPITAL,1559 SPARTA STREET,MC MINNVILLE,TN,37110,Warren,0.986935,0.839602,1.013376,1.041674,0 out of 10,0 out of 9,0 out of 10,"1559 SPARTA STREET MC MINNVILLE, TN 37110 (35.698694, -85.742339)"
310022,VIRTUA WEST JERSEY HOSPITALS VOORHEES,100 BOWMAN DRIVE,VOORHEES,NJ,08043,Camden,0.986935,0.839602,1.033295,1.053348,0 out of 10,0 out of 9,0 out of 10,"100 BOWMAN DRIVE VOORHEES, NJ 08043 (39.842327, -74.927892)"
340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,27518,Wake,0.986935,0.839602,0.961433,0.961371,2 out of 10,0 out of 9,2 out of 10,"1900 KILDARE FARM ROAD CARY, NC 27518 (35.740188, -78.779918)"
100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,Escambia,0.986935,0.839602,1.002951,0.994797,0 out of 10,0 out of 9,0 out of 10,"8383 N DAVIS HWY PENSACOLA, FL 32514 (30.515161, -87.21692)"
490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,Fairfax,0.986935,0.839602,0.981449,0.994930,0 out of 10,0 out of 9,0 out of 10,"3300 GALLOWS ROAD FALLS CHURCH, VA 22042 (38.857674, -77.225833)"
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,La Salle,0.986935,0.839602,0.913214,0.949253,3 out of 10,0 out of 9,3 out of 10,"925 WEST ST PERU, IL 61354 (41.328769, -89.125188)"
110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,Cobb,0.986935,0.839602,0.976517,0.983254,1 out of 10,0 out of 9,1 out of 10,"677 CHURCH STREET MARIETTA, GA 30060 (33.968128, -84.551241)"
520063,ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND,3200 PLEASANT VALLEY ROAD,WEST BEND,WI,53095,Washington,0.986935,0.839602,0.921395,0.951189,3 out of 10,0 out of 9,3 out of 10,"3200 PLEASANT VALLEY ROAD WEST BEND, WI 53095 (43.353318, -88.196576)"
340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,Vance,0.986935,0.839602,0.954410,0.977782,1 out of 10,0 out of 9,1 out of 10,"PO BOX 59 HENDERSON, NC 27536"
360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS,433 WEST HIGH STREET,BRYAN,OH,43506,Williams,0.986935,0.839602,1.168241,1.164601,0 out of 10,0 out of 9,0 out of 10,"433 WEST HIGH STREET BRYAN, OH 43506 (41.47461, -84.556824)"
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,Henry,0.986935,0.839602,0.974578,0.972207,1 out of 10,0 out of 9,1 out of 10,"1133 EAGLE'S LANDING PARKWAY STOCKBRIDGE, GA 30281 (33.508996, -84.225561)"
100290,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,Lake,0.986935,0.839602,1.004196,1.016536,0 out of 10,0 out of 9,0 out of 10,"1451 EL CAMINO REAL THE VILLAGES, FL 32159 (28.94944, -81.958131)"
390061,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE,LANCASTER,PA,17604,Lancaster,0.986935,0.839602,0.989969,0.972921,1 out of 10,1 out of 9,1 out of 10,"250 COLLEGE AVENUE LANCASTER, PA 17604 (40.040493, -76.320679)"
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,Santa Barbara,0.986935,0.839602,0.984719,1.014598,0 out of 10,0 out of 9,0 out of 10,"400 WEST PUEBLO SANTA BARBARA, CA 93102 (34.429483, -119.723077)"
670034,SCOTT & WHITE HOSPITAL-ROUND ROCK,300 UNIVERSITY BLVD,ROUND ROCK,TX,78664,Williamson,0.986935,0.839602,1.033975,1.012406,0 out of 10,1 out of 9,1 out of 10,"300 UNIVERSITY BLVD ROUND ROCK, TX 78664 (30.560291, -97.684909)"
040085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,72342,Phillips,0.986935,0.839602,0.806042,0.744963,10 out of 10,9 out of 9,10 out of 10,"1801 MARTIN LUTHER KING JR DRIVE HELENA, AR 72342 (34.508357, -90.62733)"
160047,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503,Pottawattamie,0.986935,0.839602,0.928138,0.930439,4 out of 10,0 out of 9,4 out of 10,"933 EAST PIERCE STREET COUNCIL BLUFFS, IA 51503 (41.268309, -95.836128)"
370091,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,OK,74136,Tulsa,0.986935,0.839602,0.975461,0.989269,0 out of 10,0 out of 9,0 out of 10,"6161 SOUTH YALE TULSA, OK 74136 (36.073442, -95.922118)"
260001,MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,MO,64804,Jasper,0.986935,0.839602,0.969470,0.981163,1 out of 10,0 out of 9,1 out of 10,"100 MERCY WAY JOPLIN, MO 64804 (37.034697, -94.511799)"
450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,Travis,0.986935,0.839602,1.037540,1.041118,0 out of 10,0 out of 9,0 out of 10,"12221 MOPAC EXPRESSWAY NORTH AUSTIN, TX 78758 (30.412144, -97.708113)"
450828,CHRISTUS SPOHN HOSPITAL ALICE,2500 E MAIN STREET,ALICE,TX,78332,Jim Wells,0.986935,0.839602,1.087001,1.044332,0 out of 10,1 out of 9,1 out of 10,"2500 E MAIN STREET ALICE, TX 78332 (27.765508, -98.043713)"
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,San Diego,0.986935,0.839602,0.986805,1.018968,0 out of 10,0 out of 9,0 out of 10,"5555 GROSSMONT CENTER DRIVE BOX 58 LA MESA, CA 91942 (32.779435, -117.009178)"
