Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall  Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score,Location
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,Coles,28.10,78.69,86.97,80.38,83.77,6 out of 10,5 out of 9,6 out of 10,33.46,80.32,88.62,81.80,83.18,4 out of 10,2 out of 9,4 out of 10,32.72,65.16,80.15,67.50,76.46,7 out of 10,7 out of 9,7 out of 10,11.30,51.42,62.77,56.11,59.55,7 out of 10,5 out of 9,7 out of 10,11.38,63.26,73.53,67.58,70.23,7 out of 10,4 out of 9,7 out of 10,22.85,65.58,79.06,70.86,71.46,4 out of 10,0 out of 9,4 out of 10,61.96,87.05,91.87,89.28,92.93,10 out of 10,9 out of 9,10 out of 10,28.39,70.85,84.83,75.59,81.59,7 out of 10,6 out of 9,7 out of 10,52,20,"1000 HEALTH CENTER DRIVE P O BOX 372 MATTOON, IL 61938 (39.488543, -88.275793)"
050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,Humboldt,28.10,78.69,86.97,76.13,82.56,5 out of 10,5 out of 9,5 out of 10,33.46,80.32,88.62,76.26,80.49,1 out of 10,3 out of 9,3 out of 10,32.72,65.16,80.15,69.05,75.00,6 out of 10,5 out of 9,6 out of 10,11.30,51.42,62.77,49.15,52.76,2 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,60.08,63.40,1 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,61.36,66.41,1 out of 10,2 out of 9,2 out of 10,61.96,87.05,91.87,87.85,86.54,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,63.15,69.42,0 out of 10,2 out of 9,2 out of 10,22,19,"3800 JANES RD ARCATA, CA 95521 (40.903309, -124.090847)"
050025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,San Diego,28.10,78.69,86.97,78.34,79.70,2 out of 10,1 out of 9,2 out of 10,33.46,80.32,88.62,82.26,81.48,2 out of 10,0 out of 9,2 out of 10,32.72,65.16,80.15,64.04,67.64,2 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,57.03,56.40,4 out of 10,0 out of 9,4 out of 10,11.38,63.26,73.53,61.51,63.55,1 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,61.05,66.86,1 out of 10,3 out of 9,3 out of 10,61.96,87.05,91.87,88.04,88.07,2 out of 10,0 out of 9,2 out of 10,28.39,70.85,84.83,72.98,79.77,6 out of 10,5 out of 9,6 out of 10,22,20,"200 WEST ARBOR DRIVE SAN DIEGO, CA 92103 (32.753717, -117.165914)"
390198,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,Erie,28.10,78.69,86.97,75.09,74.99,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,81.77,81.56,2 out of 10,0 out of 9,2 out of 10,32.72,65.16,80.15,69.26,69.78,3 out of 10,0 out of 9,3 out of 10,11.30,51.42,62.77,51.79,53.20,2 out of 10,1 out of 9,2 out of 10,11.38,63.26,73.53,59.08,61.96,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,61.78,59.42,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,84.23,85.08,0 out of 10,1 out of 9,1 out of 10,28.39,70.85,84.83,66.08,68.75,0 out of 10,1 out of 9,1 out of 10,10,17,"5515 PEACH STREET ERIE, PA 16509 (42.074141, -80.093735)"
340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,Martin,28.10,78.69,86.97,82.90,82.36,4 out of 10,0 out of 9,4 out of 10,33.46,80.32,88.62,84.31,83.49,4 out of 10,0 out of 9,4 out of 10,32.72,65.16,80.15,74.19,72.71,5 out of 10,0 out of 9,5 out of 10,11.30,51.42,62.77,46.51,51.27,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,65.23,75.95,10 out of 10,9 out of 9,10 out of 10,22.85,65.58,79.06,68.64,71.57,5 out of 10,2 out of 9,5 out of 10,61.96,87.05,91.87,88.27,91.25,8 out of 10,8 out of 9,8 out of 10,28.39,70.85,84.83,71.55,76.17,4 out of 10,3 out of 9,4 out of 10,42,19,"310 S MCCASKEY RD P O BOX 1128 WILLIAMSTON, NC 27892 (35.840477, -77.071178)"
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,Guadalupe,28.10,78.69,86.97,81.66,85.12,7 out of 10,6 out of 9,7 out of 10,33.46,80.32,88.62,84.11,84.34,5 out of 10,0 out of 9,5 out of 10,32.72,65.16,80.15,68.33,72.01,5 out of 10,3 out of 9,5 out of 10,11.30,51.42,62.77,57.02,55.69,4 out of 10,0 out of 9,4 out of 10,11.38,63.26,73.53,67.31,71.31,8 out of 10,6 out of 9,8 out of 10,22.85,65.58,79.06,76.11,78.40,9 out of 10,7 out of 9,9 out of 10,61.96,87.05,91.87,88.42,91.07,8 out of 10,7 out of 9,8 out of 10,28.39,70.85,84.83,76.28,77.24,5 out of 10,1 out of 9,5 out of 10,51,20,"1215 E COURT ST SEGUIN, TX 78155 (29.569043, -97.948334)"
370002,ALLIANCEHEALTH WOODWARD,900 17TH STREET,WOODWARD,OK,73801,Woodward,28.10,78.69,86.97,80.14,77.72,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,80.38,85.04,6 out of 10,5 out of 9,6 out of 10,32.72,65.16,80.15,74.51,79.00,9 out of 10,7 out of 9,9 out of 10,11.30,51.42,62.77,52.41,53.72,2 out of 10,1 out of 9,2 out of 10,11.38,63.26,73.53,69.19,73.62,10 out of 10,9 out of 9,10 out of 10,22.85,65.58,79.06,67.73,73.75,6 out of 10,5 out of 9,6 out of 10,61.96,87.05,91.87,89.32,89.99,6 out of 10,2 out of 9,6 out of 10,28.39,70.85,84.83,70.28,75.19,3 out of 10,3 out of 9,3 out of 10,42,19,"900 17TH STREET WOODWARD, OK 73801 (36.437861, -99.400954)"
060020,"PARKVIEW MEDICAL CENTER, INC",400 WEST 16TH STREET,PUEBLO,CO,81003,Pueblo,28.10,78.69,86.97,78.84,79.37,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,74.82,76.33,0 out of 10,1 out of 9,1 out of 10,32.72,65.16,80.15,63.89,63.41,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,54.25,52.26,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,65.75,66.82,4 out of 10,1 out of 9,4 out of 10,22.85,65.58,79.06,68.25,65.58,1 out of 10,0 out of 9,1 out of 10,61.96,87.05,91.87,85.19,87.83,2 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,74.38,72.33,1 out of 10,0 out of 9,1 out of 10,12,18,"400 WEST 16TH STREET PUEBLO, CO 81003 (38.281678, -104.612123)"
100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,Escambia,28.10,78.69,86.97,79.04,78.34,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,81.41,79.28,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,63.52,67.27,2 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,55.30,56.16,4 out of 10,1 out of 9,4 out of 10,11.38,63.26,73.53,62.34,65.05,2 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,67.48,64.95,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.70,86.79,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,74.63,74.13,3 out of 10,0 out of 9,3 out of 10,11,19,"5151 N 9TH AVE PENSACOLA, FL 32504 (30.475588, -87.210986)"
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,Virginia Beach City,28.10,78.69,86.97,79.37,79.80,2 out of 10,0 out of 9,2 out of 10,33.46,80.32,88.62,82.13,79.45,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.66,67.27,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,57.68,58.37,6 out of 10,1 out of 9,6 out of 10,11.38,63.26,73.53,66.70,64.73,2 out of 10,0 out of 9,2 out of 10,22.85,65.58,79.06,66.77,65.43,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,90.74,89.05,4 out of 10,0 out of 9,4 out of 10,28.39,70.85,84.83,75.56,72.22,1 out of 10,0 out of 9,1 out of 10,17,19,"1060 FIRST COLONIAL ROAD VIRGINIA BEACH, VA 23454 (36.864158, -76.028342)"
230054,UP HEALTH SYSTEM - MARQUETTE,420 W MAGNETIC,MARQUETTE,MI,49855,Marquette,28.10,78.69,86.97,74.51,75.00,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,76.22,76.52,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,61.96,61.71,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.64,48.49,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,56.57,65.31,2 out of 10,5 out of 9,5 out of 10,22.85,65.58,79.06,60.94,56.19,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.36,88.43,3 out of 10,2 out of 9,3 out of 10,28.39,70.85,84.83,61.69,59.89,0 out of 10,0 out of 9,0 out of 10,8,14,"420 W MAGNETIC MARQUETTE, MI 49855 (46.553619, -87.399821)"
010079,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,Limestone,28.10,78.69,86.97,78.41,77.97,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,82.79,81.04,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,59.28,61.71,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,47.70,51.28,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,61.44,64.99,2 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,71.25,67.42,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,89.81,87.49,1 out of 10,0 out of 9,1 out of 10,28.39,70.85,84.83,67.83,68.93,0 out of 10,0 out of 9,0 out of 10,9,17,"700 WEST MARKET STREET ATHENS, AL 35611 (34.803499, -86.977803)"
520017,ST JOSEPHS HOSPITAL,2661 COUNTY HWY I,CHIPPEWA FALLS,WI,54729,Chippewa,28.10,78.69,86.97,88.00,87.65,10 out of 10,0 out of 9,10 out of 10,33.46,80.32,88.62,87.11,83.02,3 out of 10,0 out of 9,3 out of 10,32.72,65.16,80.15,80.98,78.58,9 out of 10,0 out of 9,9 out of 10,11.30,51.42,62.77,62.45,54.46,3 out of 10,0 out of 9,3 out of 10,11.38,63.26,73.53,70.57,66.05,3 out of 10,0 out of 9,3 out of 10,22.85,65.58,79.06,77.36,74.97,7 out of 10,0 out of 9,7 out of 10,61.96,87.05,91.87,90.79,86.31,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,82.96,82.16,8 out of 10,0 out of 9,8 out of 10,43,19,"2661 COUNTY HWY I CHIPPEWA FALLS, WI 54729 (44.951661, -91.358217)"
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,Orange,28.10,78.69,86.97,81.48,80.25,2 out of 10,0 out of 9,2 out of 10,33.46,80.32,88.62,77.97,77.41,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,64.18,61.72,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,49.05,48.70,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,63.12,61.49,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,62.76,62.74,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.49,84.80,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,73.56,72.90,2 out of 10,0 out of 9,2 out of 10,4,17,"707 EAST MAIN STREET MIDDLETOWN, NY 10940 (41.439962, -74.369415)"
500141,ST FRANCIS COMMUNITY HOSPITAL,34515 9TH AVENUE SOUTH,FEDERAL WAY,WA,98003,King,28.10,78.69,86.97,75.76,75.37,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,76.23,77.44,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,59.50,58.96,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,51.27,50.29,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,58.29,60.74,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,59.86,54.88,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,88.01,87.34,1 out of 10,0 out of 9,1 out of 10,28.39,70.85,84.83,67.12,65.70,0 out of 10,0 out of 9,0 out of 10,2,14,"34515 9TH AVENUE SOUTH FEDERAL WAY, WA 98003 (47.292106, -122.322951)"
230095,MIDMICHIGAN MEDICAL CENTER - WEST BRANCH,2463 SOUTH M-30,WEST BRANCH,MI,48661,Ogemaw,28.10,78.69,86.97,79.56,80.60,3 out of 10,1 out of 9,3 out of 10,33.46,80.32,88.62,80.66,78.18,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,74.54,78.17,8 out of 10,6 out of 9,8 out of 10,11.30,51.42,62.77,45.56,54.33,3 out of 10,5 out of 9,5 out of 10,11.38,63.26,73.53,60.14,66.49,3 out of 10,4 out of 9,4 out of 10,22.85,65.58,79.06,69.47,70.73,4 out of 10,1 out of 9,4 out of 10,61.96,87.05,91.87,88.30,89.93,6 out of 10,4 out of 9,6 out of 10,28.39,70.85,84.83,71.46,76.33,4 out of 10,3 out of 9,4 out of 10,34,19,"2463 SOUTH M-30 WEST BRANCH, MI 48661 (44.26283, -84.24623)"
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90027,Los Angeles,28.10,78.69,86.97,65.77,65.62,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,71.26,67.82,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,52.98,53.20,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,40.74,42.16,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,54.47,56.05,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,57.58,54.79,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,77.46,75.93,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,55.12,58.21,0 out of 10,1 out of 9,1 out of 10,1,11,"1300 N VERMONT AVE LOS ANGELES, CA 90027 (34.096116, -118.291753)"
100043,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,Pinellas,28.10,78.69,86.97,84.32,84.66,7 out of 10,1 out of 9,7 out of 10,33.46,80.32,88.62,79.09,78.86,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,73.87,73.00,5 out of 10,0 out of 9,5 out of 10,11.30,51.42,62.77,57.51,59.15,7 out of 10,3 out of 9,7 out of 10,11.38,63.26,73.53,69.83,71.86,8 out of 10,5 out of 9,8 out of 10,22.85,65.58,79.06,73.22,75.48,7 out of 10,3 out of 9,7 out of 10,61.96,87.05,91.87,90.09,89.78,6 out of 10,0 out of 9,6 out of 10,28.39,70.85,84.83,78.05,80.57,7 out of 10,3 out of 9,7 out of 10,47,19,"601 MAIN ST DUNEDIN, FL 34698 (28.014032, -82.783822)"
390104,KANE COMMUNITY HOSPITAL,4372 ROUTE 6,KANE,PA,16735,McKean,28.10,78.69,86.97,88.36,86.03,8 out of 10,0 out of 9,8 out of 10,33.46,80.32,88.62,91.08,90.16,10 out of 10,0 out of 9,10 out of 10,32.72,65.16,80.15,75.48,69.13,3 out of 10,0 out of 9,3 out of 10,11.30,51.42,62.77,56.41,54.41,3 out of 10,0 out of 9,3 out of 10,11.38,63.26,73.53,75.30,72.98,9 out of 10,0 out of 9,9 out of 10,22.85,65.58,79.06,68.22,68.76,3 out of 10,0 out of 9,3 out of 10,61.96,87.05,91.87,81.69,86.94,0 out of 10,5 out of 9,5 out of 10,28.39,70.85,84.83,79.96,78.57,5 out of 10,0 out of 9,5 out of 10,46,19,"4372 ROUTE 6 KANE, PA 16735 (41.673401, -78.731025)"
100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,Pinellas,28.10,78.69,86.97,82.52,82.09,4 out of 10,0 out of 9,4 out of 10,33.46,80.32,88.62,79.32,78.55,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,70.17,69.19,3 out of 10,0 out of 9,3 out of 10,11.30,51.42,62.77,57.68,55.62,4 out of 10,0 out of 9,4 out of 10,11.38,63.26,73.53,66.98,66.51,3 out of 10,0 out of 9,3 out of 10,22.85,65.58,79.06,62.80,60.05,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.94,89.03,4 out of 10,2 out of 9,4 out of 10,28.39,70.85,84.83,77.94,76.58,4 out of 10,0 out of 9,4 out of 10,22,17,"3231 MCMULLEN BOOTH RD SAFETY HARBOR, FL 34695 (28.040326, -82.708971)"
500039,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,BREMERTON,WA,98310,Kitsap,28.10,78.69,86.97,76.00,75.59,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,78.37,76.16,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,63.74,62.90,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,52.60,52.58,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,62.24,60.78,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,55.18,52.32,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,89.23,88.36,3 out of 10,0 out of 9,3 out of 10,28.39,70.85,84.83,67.08,64.05,0 out of 10,0 out of 9,0 out of 10,4,13,"2520 CHERRY AVENUE BREMERTON, WA 98310 (47.583429, -122.62601)"
230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,Wayne,28.10,78.69,86.97,75.95,79.88,2 out of 10,3 out of 9,3 out of 10,33.46,80.32,88.62,77.89,80.41,1 out of 10,2 out of 9,2 out of 10,32.72,65.16,80.15,61.56,64.14,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,51.85,52.22,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,57.54,62.50,0 out of 10,3 out of 9,3 out of 10,22.85,65.58,79.06,61.55,63.22,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.23,85.45,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,69.00,74.41,3 out of 10,3 out of 9,3 out of 10,13,18,"2799 W GRAND BLVD DETROIT, MI 48202 (42.366114, -83.084592)"
350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,GRAND FORKS,ND,58201,Grand Forks,28.10,78.69,86.97,79.68,78.91,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,78.80,79.20,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,64.00,61.69,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,50.25,49.18,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,65.06,62.72,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,70.61,70.62,4 out of 10,0 out of 9,4 out of 10,61.96,87.05,91.87,85.18,86.67,0 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,69.65,69.70,0 out of 10,0 out of 9,0 out of 10,7,17,"1200 S COLUMBIA RD GRAND FORKS, ND 58201"
510055,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BOULEVARD,HUNTINGTON,WV,25701,Cabell,28.10,78.69,86.97,77.47,82.69,5 out of 10,5 out of 9,5 out of 10,33.46,80.32,88.62,79.75,81.31,2 out of 10,1 out of 9,2 out of 10,32.72,65.16,80.15,63.93,68.06,2 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,52.69,56.25,4 out of 10,3 out of 9,4 out of 10,11.38,63.26,73.53,63.54,65.98,3 out of 10,2 out of 9,3 out of 10,22.85,65.58,79.06,68.71,73.82,6 out of 10,4 out of 9,6 out of 10,61.96,87.05,91.87,86.95,89.50,5 out of 10,5 out of 9,5 out of 10,28.39,70.85,84.83,71.82,75.92,4 out of 10,3 out of 9,4 out of 10,31,20,"1340 HAL GREER BOULEVARD HUNTINGTON, WV 25701 (38.410022, -82.428411)"
440084,SWEETWATER HOSPITAL ASSOCIATION,304 WRIGHT ST,SWEETWATER,TN,37874,Monroe,28.10,78.69,86.97,81.97,83.49,6 out of 10,3 out of 9,6 out of 10,33.46,80.32,88.62,86.85,83.24,4 out of 10,0 out of 9,4 out of 10,32.72,65.16,80.15,69.11,74.94,6 out of 10,5 out of 9,6 out of 10,11.30,51.42,62.77,51.66,48.09,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,65.13,70.32,7 out of 10,6 out of 9,7 out of 10,22.85,65.58,79.06,72.27,75.09,7 out of 10,4 out of 9,7 out of 10,61.96,87.05,91.87,86.73,87.96,2 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,73.03,76.17,4 out of 10,2 out of 9,4 out of 10,36,18,"304 WRIGHT ST SWEETWATER, TN 37874 (35.60025, -84.464223)"
100099,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,FL,33853,Polk,28.10,78.69,86.97,75.12,74.00,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,74.53,71.22,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,59.14,58.71,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,43.63,41.80,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,53.23,60.51,0 out of 10,3 out of 9,3 out of 10,22.85,65.58,79.06,63.79,64.91,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,80.78,81.66,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,63.17,63.06,0 out of 10,0 out of 9,0 out of 10,3,15,"410 S 11TH ST LAKE WALES, FL 33853 (27.896533, -81.564666)"
170040,UNIVERSITY OF KANSAS HOSPITAL,4000 CAMBRIDGE STREET,KANSAS CITY,KS,66160,Wyandotte,28.10,78.69,86.97,82.42,82.67,5 out of 10,0 out of 9,5 out of 10,33.46,80.32,88.62,81.28,82.03,2 out of 10,1 out of 9,2 out of 10,32.72,65.16,80.15,67.70,66.34,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,58.27,58.57,6 out of 10,0 out of 9,6 out of 10,11.38,63.26,73.53,65.71,67.50,4 out of 10,2 out of 9,4 out of 10,22.85,65.58,79.06,68.21,69.07,3 out of 10,0 out of 9,3 out of 10,61.96,87.05,91.87,89.29,90.62,7 out of 10,5 out of 9,7 out of 10,28.39,70.85,84.83,81.10,81.19,7 out of 10,0 out of 9,7 out of 10,35,20,"4000 CAMBRIDGE STREET KANSAS CITY, KS 66160 (39.055395, -94.608229)"
180043,MEMORIAL HOSPITAL,210 MARIE LANGDON DRIVE,MANCHESTER,KY,40962,Clay,28.10,78.69,86.97,79.08,83.17,5 out of 10,5 out of 9,5 out of 10,33.46,80.32,88.62,80.40,88.90,10 out of 10,9 out of 9,10 out of 10,32.72,65.16,80.15,65.00,71.57,4 out of 10,4 out of 9,4 out of 10,11.30,51.42,62.77,58.50,61.61,9 out of 10,7 out of 9,9 out of 10,11.38,63.26,73.53,60.70,71.78,8 out of 10,8 out of 9,8 out of 10,22.85,65.58,79.06,72.74,69.25,3 out of 10,0 out of 9,3 out of 10,61.96,87.05,91.87,86.43,88.53,3 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,73.05,70.73,0 out of 10,0 out of 9,0 out of 10,42,19,"210 MARIE LANGDON DRIVE MANCHESTER, KY 40962 (37.162154, -83.761356)"
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON,TN,38019,Tipton,28.10,78.69,86.97,85.67,85.67,8 out of 10,0 out of 9,8 out of 10,33.46,80.32,88.62,89.41,78.65,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,71.82,76.77,7 out of 10,5 out of 9,7 out of 10,11.30,51.42,62.77,51.69,51.89,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,74.01,65.80,3 out of 10,0 out of 9,3 out of 10,22.85,65.58,79.06,73.99,74.49,6 out of 10,0 out of 9,6 out of 10,61.96,87.05,91.87,85.70,81.50,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,74.56,67.08,0 out of 10,0 out of 9,0 out of 10,25,15,"1995 HIGHWAY 51 S COVINGTON, TN 38019 (35.535248, -89.676169)"
