Facility ID,Facility Name,State,FISCAL YEAR,DOMAIN 1 SCORE,DOMAIN 1 FOOTNOTE,DOMAIN 1 START DATE,DOMAIN 1 END DATE,PSI 90 W Z Score,PSI 90 FOOTNOTE,DOMAIN 2 SCORE,DOMAIN 2 FOOTNOTE,CLABSI W Z SCORE,CLABSI FOOTNOTE,CAUTI W Z SCORE,CAUTI FOOTNOTE,SSI W Z SCORE,SSI FOOTNOTE,MRSA W Z SCORE,MRSA FOOTNOTE,CDI W Z SCORE,CDI FOOTNOTE,DOMAIN 2 START DATE,DOMAIN 2 END DATE,TOTAL HAC SCORE,TOTAL HAC FOOTNOTE,PAYMENT REDUCTION,PAYMENT REDUCTION FOOTNOTE
060027,FOOTHILLS HOSPITAL,CO,2019,1.633,,10/01/2015,06/30/2017,1.633,,0.5822,,-1.257,,2.1658,,2.1365,,-0.6163,,0.4818,,01/01/2016,12/31/2017,0.7398,,Yes,
420079,TRIDENT MEDICAL CENTER,SC,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.8212,,0.7762,,1.0947,,1.1787,,1.3149,,-0.2586,,01/01/2016,12/31/2017,0.4643,,Yes,
390163,ACMH HOSPITAL,PA,2019,0.1303,,10/01/2015,06/30/2017,0.1303,,-0.9319,,-1.4878,,-0.7841,,-1.4966,,-0.4692,,-0.4217,,01/01/2016,12/31/2017,-0.7725,,No,
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,2019,0.1127,,10/01/2015,06/30/2017,0.1127,,0.186,,-0.7491,,0.697,,0.7897,,-1.1514,,1.3439,,01/01/2016,12/31/2017,0.175,,No,
490093,SENTARA CAREPLEX HOSPITAL,VA,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.3354,,-0.7362,,1.6267,,0.8576,,0.218,,-0.289,,01/01/2016,12/31/2017,0.0515,,No,
110028,UNIVERSITY HOSPITAL,GA,2019,-1.3003,,10/01/2015,06/30/2017,-1.3003,,0.1287,,0.6525,,-0.1456,,-0.4122,,-0.215,,0.7637,,01/01/2016,12/31/2017,-0.0857,,No,
100209,KENDALL REGIONAL MEDICAL CENTER,FL,2019,0.1036,,10/01/2015,06/30/2017,0.1036,,0.3586,,2.2018,,-0.2067,,-0.0195,,0.7915,,-0.9743,,01/01/2016,12/31/2017,0.3203,,No,
260177,LIBERTY HOSPITAL,MO,2019,-1.4104,,10/01/2015,06/30/2017,-1.4104,,0.0118,,-0.0234,,0.1946,,1.2484,,-0.9775,,-0.383,,01/01/2016,12/31/2017,-0.2015,,No,
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,TX,2019,0.9278,,10/01/2015,06/30/2017,0.9278,,0.0542,,-0.0437,,1.5762,,0.2465,,-0.0144,,-1.4937,,01/01/2016,12/31/2017,0.1852,,No,
670088,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,TX,2019,0.7987,,10/01/2015,06/30/2017,0.7987,,-0.4406,,0.0782,,-1.0824,,-0.2214,,-0.73,,-0.2476,,01/01/2016,12/31/2017,-0.2547,,No,
050488,EDEN MEDICAL CENTER,CA,2019,0.4487,,10/01/2015,06/30/2017,0.4487,,0.7038,,0.6931,,0.997,,1.564,,0.203,,0.0619,,01/01/2016,12/31/2017,0.6655,,Yes,
390127,PHOENIXVILLE HOSPITAL,PA,2019,-0.2983,,10/01/2015,06/30/2017,-0.2983,,0.2787,,-0.7251,,0.9325,,0.0612,,0.0659,,1.0593,,01/01/2016,12/31/2017,0.1922,,No,
220001,HEALTH ALLIANCE - CLINTON HOSPITAL,MA,2019,-0.2792,,10/01/2015,06/30/2017,-0.2792,,-0.2283,,-0.5866,,-0.3166,,-0.3351,,0.3719,,-0.2752,,01/01/2016,12/31/2017,-0.236,,No,
150023,UNION HOSPITAL INC,IN,2019,0.02,,10/01/2015,06/30/2017,0.02,,-0.6165,,0.1963,,-0.6375,,-1.2618,,-1.1814,,-0.1979,,01/01/2016,12/31/2017,-0.521,,No,
390119,MOSES TAYLOR HOSPITAL,PA,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.5771,,-0.4537,,-0.5643,,-1.4966,,-0.5712,,0.2,,01/01/2016,12/31/2017,-0.1385,,No,
140091,THE CARLE FOUNDATION HOSPITAL,IL,2019,-0.6056,,10/01/2015,06/30/2017,-0.6056,,0.4282,,-0.2782,,0.5365,,1.7383,,-0.3789,,0.5233,,01/01/2016,12/31/2017,0.2731,,No,
100039,BROWARD HEALTH MEDICAL CENTER,FL,2019,1.6771,,10/01/2015,06/30/2017,1.6771,,0.1518,,-0.5423,,0.1736,,1.1952,,0.3986,,-0.4659,,01/01/2016,12/31/2017,0.3806,,Yes,
220002,MOUNT AUBURN HOSPITAL,MA,2019,0.1286,,10/01/2015,06/30/2017,0.1286,,0.1973,,-0.2635,,1.1034,,1.1493,,-0.8103,,-0.1923,,01/01/2016,12/31/2017,0.187,,No,
080006,NANTICOKE MEMORIAL HOSPITAL,DE,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.4822,,0.9664,,-1.1818,,-0.2232,,0.8785,,1.9711,,01/01/2016,12/31/2017,0.1762,,No,
050115,PALOMAR HEALTH DOWNTOWN CAMPUS,CA,2019,-0.8,,10/01/2015,06/30/2017,-0.8,,0.0689,,0.3939,,-0.1822,,-0.047,,-0.2769,,0.457,,01/01/2016,12/31/2017,-0.0614,,No,
050276,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,2019,-0.0231,,10/01/2015,06/30/2017,-0.0231,,1.3161,,2.2018,,2.1658,,2.0686,,0.4939,,-0.3498,,01/01/2016,12/31/2017,1.1152,,Yes,
050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",CA,2019,-0.6381,,10/01/2015,06/30/2017,-0.6381,,0.2298,,0.0394,,0.9761,,-0.5406,,-0.5427,,1.2168,,01/01/2016,12/31/2017,0.0996,,No,
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.5798,,-0.3023,,-0.8434,,0.3053,,-1.4406,,-0.6178,,01/01/2016,12/31/2017,-0.1408,,No,
350070,ESSENTIA HEALTH FARGO,ND,2019,-1.524,,10/01/2015,06/30/2017,-1.524,,0.4942,,0.0228,,0.8278,,2.0025,,-0.7066,,0.3244,,01/01/2016,12/31/2017,0.1914,,No,
050045,EL CENTRO REGIONAL MEDICAL CENTER,CA,2019,0.1704,,10/01/2015,06/30/2017,0.1704,,0.0072,,2.2018,,1.0441,,-1.4966,,-1.4406,,-0.2725,,01/01/2016,12/31/2017,0.0317,,No,
250072,MERIT HEALTH CENTRAL,MS,2019,1.2564,,10/01/2015,06/30/2017,1.2564,,0.7189,,1.7106,,1.1418,,-0.0342,,1.8198,,-1.0433,,01/01/2016,12/31/2017,0.7996,,Yes,
110091,PIEDMONT ROCKDALE HOSPITAL,GA,2019,0.6676,,10/01/2015,06/30/2017,0.6676,,0.4941,,-0.1915,,0.5958,,-0.4929,,2.1492,,0.41,,01/01/2016,12/31/2017,0.5201,,Yes,
150059,RIVERVIEW HEALTH,IN,2019,0.5596,,10/01/2015,06/30/2017,0.5596,,-0.0612,,0.4364,,-0.7213,,0.9071,,-1.4406,,0.5122,,01/01/2016,12/31/2017,0.0319,,No,
190041,CHRISTUS HEALTH SHREVEPORT - BOSSIER,LA,2019,1.6407,,10/01/2015,06/30/2017,1.6407,,0.5672,,0.4124,,2.1117,,0.0961,,-0.1833,,0.399,,01/01/2016,12/31/2017,0.7282,,Yes,
310070,SAINT PETER'S UNIVERSITY HOSPITAL,NJ,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.0543,,-0.0123,,0.0951,,1.3365,,-0.2535,,-0.8941,,01/01/2016,12/31/2017,0.3982,,Yes,
040004,WASHINGTON REGIONAL MEDICAL CENTER,AR,2019,0.2303,,10/01/2015,06/30/2017,0.2303,,0.8605,,0.1539,,1.468,,2.1365,,0.5625,,-0.0183,,01/01/2016,12/31/2017,0.766,,Yes,
390100,LANCASTER GENERAL HOSPITAL,PA,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.1934,,0.4143,,0.2504,,-0.4471,,-0.5862,,-0.5985,,01/01/2016,12/31/2017,-0.3981,,No,
050283,STANFORD HEALTH CARE - VALLEYCARE,CA,2019,0.2406,,10/01/2015,06/30/2017,0.2406,,0.2783,,0.8057,,0.5051,,0.7053,,-1.4406,,0.8162,,01/01/2016,12/31/2017,0.2727,,No,
150010,ST VINCENT KOKOMO,IN,2019,-1.3883,,10/01/2015,06/30/2017,-1.3883,,-1.0103,,-0.6808,,-1.5202,,-1.4966,,-1.4406,,0.0867,,01/01/2016,12/31/2017,-1.067,,No,
330203,CROUSE HOSPITAL,NY,2019,-0.0673,,10/01/2015,06/30/2017,-0.0673,,0.3035,,1.1271,,-0.6463,,0.6649,,1.0423,,-0.6703,,01/01/2016,12/31/2017,0.2479,,No,
360064,MH ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,2019,1.825,,10/01/2015,06/30/2017,1.825,,-0.2937,,-1.0631,,-0.1857,,-0.3865,,-0.1716,,0.3382,,01/01/2016,12/31/2017,0.0241,,No,
050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,2019,0.9069,,10/01/2015,06/30/2017,0.9069,,0.3727,,1.1677,,-0.648,,0.4282,,-0.3923,,1.308,,01/01/2016,12/31/2017,0.4529,,Yes,
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,2019,-0.134,,10/01/2015,06/30/2017,-0.134,,-0.4531,,-0.1268,,-1.0143,,-0.3168,,-0.0127,,-0.7947,,01/01/2016,12/31/2017,-0.4052,,No,
190086,NORTHERN LOUISIANA MEDICAL CENTER,LA,2019,2.1333,,10/01/2015,06/30/2017,2.1333,,-0.2742,,1.4281,,0.7423,,-0.6984,,-1.4406,,-1.4025,,01/01/2016,12/31/2017,0.0869,,No,
010046,RIVERVIEW REGIONAL MEDICAL CENTER,AL,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.1106,,0.0301,,0.0411,,-1.4966,,1.8716,,-0.9991,,01/01/2016,12/31/2017,-0.3276,,No,
330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,2019,2.347,,10/01/2015,06/30/2017,2.347,,1.3753,,2.0393,,2.1658,,2.1365,,1.6526,,-1.1179,,01/01/2016,12/31/2017,1.521,,Yes,
100242,GULF COAST REGIONAL MEDICAL CENTER,FL,2019,-0.4673,,10/01/2015,06/30/2017,-0.4673,,-0.3439,,0.0745,,-1.0998,,-1.0251,,1.3935,,-1.0627,,01/01/2016,12/31/2017,-0.3624,,No,
360051,MIAMI VALLEY HOSPITAL,OH,2019,-1.0766,,10/01/2015,06/30/2017,-1.0766,,-0.1577,,-0.6827,,-0.2276,,-0.0782,,0.3869,,-0.1868,,01/01/2016,12/31/2017,-0.2955,,No,
100026,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,FL,2019,-0.1463,,10/01/2015,06/30/2017,-0.1463,,0.386,,2.2018,,-0.5172,,-0.7205,,1.661,,-0.6952,,01/01/2016,12/31/2017,0.3062,,No,
460051,JORDAN VALLEY MEDICAL CENTER,UT,2019,1.1259,,10/01/2015,06/30/2017,1.1259,,1.2371,,0.8427,,0.4597,,0.9787,,2.196,,1.7086,,01/01/2016,12/31/2017,1.2205,,Yes,
330047,ST MARY'S HOSPITAL AT AMSTERDAM,NY,2019,-0.5055,,10/01/2015,06/30/2017,-0.5055,,-0.5627,,-0.6014,,-1.0702,,-0.0617,,-0.0478,,-1.0323,,01/01/2016,12/31/2017,-0.5541,,No,
330273,PUTNAM HOSPITAL CENTER,NY,2019,0.9383,,10/01/2015,06/30/2017,0.9383,,0.3167,,0.5435,,0.4178,,-0.0837,,0.0525,,0.6531,,01/01/2016,12/31/2017,0.4099,,Yes,
010023,BAPTIST MEDICAL CENTER SOUTH,AL,2019,-1.1151,,10/01/2015,06/30/2017,-1.1151,,0.0557,,-0.1305,,0.151,,-0.7645,,0.0625,,0.9598,,01/01/2016,12/31/2017,-0.12,,No,
450021,BAYLOR UNIVERSITY MEDICAL CENTER,TX,2019,0.3782,,10/01/2015,06/30/2017,0.3782,,0.0481,,0.8039,,-0.5398,,0.2557,,0.2665,,-0.546,,01/01/2016,12/31/2017,0.0976,,No,
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,NJ,2019,2.0049,,10/01/2015,06/30/2017,2.0049,,0.3089,,0.7153,,1.2622,,-0.5535,,-0.3638,,0.4846,,01/01/2016,12/31/2017,0.5633,,Yes,
140124,JOHN H STROGER JR HOSPITAL,IL,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.199,,-0.7141,,0.0027,,-0.1682,,-0.0528,,-0.0625,,01/01/2016,12/31/2017,0.1829,,No,
310022,VIRTUA WEST JERSEY HOSPITALS VOORHEES,NJ,2019,-0.8654,,10/01/2015,06/30/2017,-0.8654,,0.0582,,0.3367,,0.5208,,-0.214,,-0.6849,,0.3326,,01/01/2016,12/31/2017,-0.0803,,No,
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,GA,2019,-0.946,,10/01/2015,06/30/2017,-0.946,,0.2197,,0.5269,,0.3934,,-0.6617,,0.7531,,0.0867,,01/01/2016,12/31/2017,0.0448,,No,
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,2019,-0.0853,,10/01/2015,06/30/2017,-0.0853,,-0.1901,,-0.6864,,0.0114,,0.2667,,-0.8805,,0.3382,,01/01/2016,12/31/2017,-0.1744,,No,
390065,GETTYSBURG HOSPITAL,PA,2019,-1.2799,,10/01/2015,06/30/2017,-1.2799,,-0.0377,,-0.4131,,0.9953,,0.03,,-0.1498,,-0.651,,01/01/2016,12/31/2017,-0.224,,No,
070016,SAINT MARY'S HOSPITAL,CT,2019,-0.3235,,10/01/2015,06/30/2017,-0.3235,,0.4437,,0.9313,,1.2813,,0.1328,,-0.4926,,0.3658,,01/01/2016,12/31/2017,0.3287,,No,
160067,COVENANT MEDICAL CENTER,IA,2019,0.8563,,10/01/2015,06/30/2017,0.8563,,-0.669,,-0.8784,,-1.3807,,0.3475,,-0.6247,,-0.8085,,01/01/2016,12/31/2017,-0.4402,,No,
180010,SAINT JOSEPH HOSPITAL,KY,2019,1.1016,,10/01/2015,06/30/2017,1.1016,,-0.7113,,-1.3918,,-0.5137,,-1.4966,,-0.6113,,0.457,,01/01/2016,12/31/2017,-0.4394,,No,
010104,GRANDVIEW MEDICAL CENTER,AL,2019,-0.2172,,10/01/2015,06/30/2017,-0.2172,,-0.7801,,-0.8969,,-0.6288,,-1.4966,,-0.2217,,-0.6565,,01/01/2016,12/31/2017,-0.6957,,No,
500021,ST CLARE HOSPITAL,WA,2019,2.2306,,10/01/2015,06/30/2017,2.2306,,-0.3531,,-0.6014,,-0.8486,,-0.7425,,-0.613,,1.04,,01/01/2016,12/31/2017,0.0345,,No,
350019,ALTRU HOSPITAL,ND,2019,2.1571,,10/01/2015,06/30/2017,2.1571,,0.6676,,-0.474,,-0.2311,,1.2796,,1.146,,1.6174,,01/01/2016,12/31/2017,0.891,,Yes,
030006,TUCSON MEDICAL CENTER,AZ,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.0204,,0.9664,,-0.4491,,-0.5498,,0.0174,,0.1171,,01/01/2016,12/31/2017,-0.2163,,No,
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,IN,2019,0.3662,,10/01/2015,06/30/2017,0.3662,,0.1143,,-0.6974,,-0.409,,1.5089,,-0.1498,,0.3188,,01/01/2016,12/31/2017,0.1521,,No,
390226,PENNSYLVANIA HOSPITAL,PA,2019,1.5935,,10/01/2015,06/30/2017,1.5935,,0.2541,,0.2868,,0.4876,,0.9181,,-0.1247,,-0.2973,,01/01/2016,12/31/2017,0.455,,Yes,
050236,ADVENTIST HEALTH SIMI VALLEY,CA,2019,-0.9164,,10/01/2015,06/30/2017,-0.9164,,0.1494,,2.2018,,-0.5294,,-0.3333,,-0.6263,,0.0342,,01/01/2016,12/31/2017,-0.0105,,No,
140103,ST BERNARD HOSPITAL,IL,2019,-0.3721,,10/01/2015,06/30/2017,-0.3721,,0.4375,,2.2018,,-1.5202,,1.1273,,-0.0094,,0.3879,,01/01/2016,12/31/2017,0.3161,,No,
100254,CAPITAL REGIONAL MEDICAL CENTER,FL,2019,-0.3539,,10/01/2015,06/30/2017,-0.3539,,-0.0217,,-0.0437,,-0.7893,,0.252,,1.1594,,-0.6869,,01/01/2016,12/31/2017,-0.0715,,No,
110024,CANDLER HOSPITAL,GA,2019,-0.1981,,10/01/2015,06/30/2017,-0.1981,,0.3683,,0.5823,,-0.0374,,0.0153,,0.4621,,0.8189,,01/01/2016,12/31/2017,0.2833,,No,
140164,MEMORIAL HOSPITAL OF CARBONDALE,IL,2019,0.0451,,10/01/2015,06/30/2017,0.0451,,-0.363,,-0.8599,,-0.6044,,-0.5553,,-0.1281,,0.3326,,01/01/2016,12/31/2017,-0.3018,,No,
330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,2019,0.1352,,10/01/2015,06/30/2017,0.1352,,0.7067,,0.357,,1.9809,,1.1071,,0.2615,,-0.173,,01/01/2016,12/31/2017,0.621,,Yes,
160082,IOWA METHODIST MEDICAL CENTER,IA,2019,-0.872,,10/01/2015,06/30/2017,-0.872,,0.0309,,-0.6162,,1.0371,,-0.3847,,0.1946,,-0.0763,,01/01/2016,12/31/2017,-0.1045,,No,
410008,SOUTH COUNTY HOSPITAL INC,RI,2019,-0.9788,,10/01/2015,06/30/2017,-0.9788,,0.2492,,0.9904,,2.1658,,-0.3571,,-1.4406,,-0.1122,,01/01/2016,12/31/2017,0.065,,No,
100126,PALMS OF PASADENA HOSPITAL,FL,2019,-0.0222,,10/01/2015,06/30/2017,-0.0222,,0.9839,,2.2018,,0.0236,,-0.981,,2.196,,1.4793,,01/01/2016,12/31/2017,0.833,,Yes,
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,2019,1.1843,,10/01/2015,06/30/2017,1.1843,,0.8709,,0.2444,,0.287,,2.1365,,0.5691,,1.1173,,01/01/2016,12/31/2017,0.9179,,Yes,
370020,MERCY HOSPITAL ADA,OK,2019,1.1937,,10/01/2015,06/30/2017,1.1937,,0.9469,,1.2323,,-0.3078,,1.5823,,2.196,,0.0315,,01/01/2016,12/31/2017,0.9839,,Yes,
390012,LANSDALE HOSPITAL,PA,2019,-1.4912,,10/01/2015,06/30/2017,-1.4912,,-0.4464,,0.2794,,-0.5486,,-0.7351,,-0.419,,-0.8085,,01/01/2016,12/31/2017,-0.6031,,No,
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,GA,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.1222,,0.4752,,-0.484,,-0.0159,,0.0876,,0.5482,,01/01/2016,12/31/2017,0.4559,,Yes,
330219,ERIE COUNTY MEDICAL CENTER,NY,2019,-0.4286,,10/01/2015,06/30/2017,-0.4286,,0.3986,,0.8261,,0.0009,,-0.8324,,1.7429,,0.2553,,01/01/2016,12/31/2017,0.2745,,No,
440185,TENNOVA HEALTHCARE-CLEVELAND,TN,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.4338,,2.2018,,0.8522,,-0.8526,,0.3451,,-0.3775,,01/01/2016,12/31/2017,0.7208,,Yes,
110122,SOUTH GEORGIA MEDICAL CENTER,GA,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.3648,,-0.3355,,0.2521,,-0.7994,,-0.4809,,-0.4603,,01/01/2016,12/31/2017,-0.5437,,No,
060032,ROSE MEDICAL CENTER,CO,2019,-0.0751,,10/01/2015,06/30/2017,-0.0751,,0.5534,,0.9904,,0.1004,,0.4539,,0.942,,0.2801,,01/01/2016,12/31/2017,0.4591,,Yes,
280023,CHI HEALTH ST FRANCIS,NE,2019,1.4899,,10/01/2015,06/30/2017,1.4899,,-0.3325,,-1.1923,,-0.2468,,0.2906,,-0.7718,,0.258,,01/01/2016,12/31/2017,-0.0591,,No,
100077,BAYFRONT HEALTH PORT CHARLOTTE,FL,2019,1.8159,,10/01/2015,06/30/2017,1.8159,,-0.8243,,-1.1333,,-1.0702,,-1.0195,,-0.9825,,0.084,,01/01/2016,12/31/2017,-0.4283,,No,
140100,MIDWESTERN REGION MED CENTER,IL,2019,-1.3677,,10/01/2015,06/30/2017,-1.3677,,0.6572,,0.224,,2.1658,,0.3658,,-1.4406,,1.9711,,01/01/2016,12/31/2017,0.3535,,Yes,
340141,NEW HANOVER REGIONAL MEDICAL CENTER,NC,2019,-0.1315,,10/01/2015,06/30/2017,-0.1315,,-0.3722,,-0.6162,,-0.5468,,-0.8489,,-0.2067,,0.3575,,01/01/2016,12/31/2017,-0.3361,,No,
100053,HIALEAH HOSPITAL,FL,2019,0.228,,10/01/2015,06/30/2017,0.228,,0.6865,,1.7162,,-0.6585,,-0.5737,,2.196,,0.7526,,01/01/2016,12/31/2017,0.6178,,Yes,
240106,REGIONS HOSPITAL,MN,2019,-1.1174,,10/01/2015,06/30/2017,-1.1174,,-0.21,,-0.5423,,-0.1002,,0.4704,,-0.2602,,-0.6178,,01/01/2016,12/31/2017,-0.3461,,No,
100105,INDIAN RIVER MEDICAL CENTER,FL,2019,-0.7196,,10/01/2015,06/30/2017,-0.7196,,-0.6082,,-0.5442,,-0.5765,,-0.8012,,-0.6865,,-0.4327,,01/01/2016,12/31/2017,-0.6249,,No,
370018,"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",OK,2019,-1.4738,,10/01/2015,06/30/2017,-1.4738,,0.0829,,-0.5811,,-0.8626,,0.6777,,2.196,,-1.0157,,01/01/2016,12/31/2017,-0.1506,,No,
330059,MONTEFIORE MEDICAL CENTER,NY,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.7556,,0.3589,,1.072,,0.9144,,0.6745,,0.7581,,01/01/2016,12/31/2017,0.9943,,Yes,
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,CA,2019,0.2179,,10/01/2015,06/30/2017,0.2179,,0.5236,,0.3071,,1.8745,,-0.225,,0.2347,,0.4266,,01/01/2016,12/31/2017,0.4777,,Yes,
300017,PARKLAND MEDICAL CENTER,NH,2019,-0.1263,,10/01/2015,06/30/2017,-0.1263,,0.5033,,-0.5608,,-0.7073,,2.1365,,-0.0495,,1.6976,,01/01/2016,12/31/2017,0.4088,,Yes,
440081,LECONTE MEDICAL CENTER,TN,2019,1.0378,,10/01/2015,06/30/2017,1.0378,,0.0618,,1.1622,,-0.1142,,-0.7884,,0.3217,,-0.2725,,01/01/2016,12/31/2017,0.2082,,No,
420007,SPARTANBURG MEDICAL CENTER,SC,2019,1.2806,,10/01/2015,06/30/2017,1.2806,,0.0683,,-0.4574,,-0.2224,,1.1273,,0.1027,,-0.2089,,01/01/2016,12/31/2017,0.2501,,No,
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,CA,2019,0.765,,10/01/2015,06/30/2017,0.765,,0.3905,,-0.2524,,1.4279,,0.1823,,0.6461,,-0.0514,,01/01/2016,12/31/2017,0.4467,,Yes,
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,SC,2019,-0.4506,,10/01/2015,06/30/2017,-0.4506,,-0.0677,,0.0191,,0.4981,,-0.6361,,-0.0579,,-0.1619,,01/01/2016,12/31/2017,-0.1252,,No,
140185,MEMORIAL HOSPITAL,IL,2019,1.9565,,10/01/2015,06/30/2017,1.9565,,0.1455,,-0.2136,,-0.2956,,0.9089,,-0.7952,,1.1229,,01/01/2016,12/31/2017,0.4171,,Yes,
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,CA,2019,1.136,,10/01/2015,06/30/2017,1.136,,-0.4008,,-1.4878,,1.953,,-1.4966,,-1.4406,,0.468,,01/01/2016,12/31/2017,-0.1703,,No,
050179,EMANUEL MEDICAL CENTER,CA,2019,0.3762,,10/01/2015,06/30/2017,0.3762,,-0.1336,,-0.8784,,-0.9707,,1.3108,,-0.8103,,0.6808,,01/01/2016,12/31/2017,-0.0571,,No,
130028,PORTNEUF MEDICAL CENTER,ID,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.0391,,-1.1296,,0.8906,,-0.6984,,-0.3036,,1.0455,,01/01/2016,12/31/2017,-0.2669,,No,
100140,BAPTIST MEDICAL CENTER - NASSAU,FL,2019,-1.1,,10/01/2015,06/30/2017,-1.1,,-0.0817,,1.5943,,-0.4997,,0.8154,,-1.4406,,-0.8776,,01/01/2016,12/31/2017,-0.2344,,No,
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,2019,1.0953,,10/01/2015,06/30/2017,1.0953,,0.4732,,0.9055,,0.4144,,-0.9425,,0.9236,,1.0648,,01/01/2016,12/31/2017,0.5665,,Yes,
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,NY,2019,-1.1176,,10/01/2015,06/30/2017,-1.1176,,0.4588,,0.176,,-0.6515,,2.0686,,-0.419,,1.1201,,01/01/2016,12/31/2017,0.2224,,No,
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,2019,1.1487,,10/01/2015,06/30/2017,1.1487,,1.0333,,2.2018,,-0.1508,,1.5401,,2.196,,-0.6206,,01/01/2016,12/31/2017,1.0506,,Yes,
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,MO,2019,0.0593,,10/01/2015,06/30/2017,0.0593,,-0.0796,,-0.2949,,0.7615,,-1.1774,,1.1544,,-0.8416,,01/01/2016,12/31/2017,-0.0588,,No,
490001,NORTON COMMUNITY HOSPITAL,VA,2019,-1.031,,10/01/2015,06/30/2017,-1.031,,-1.3784,,-1.4878,,-1.5202,,-1.4966,,-1.4406,,-0.9466,,01/01/2016,12/31/2017,-1.3263,,No,
330221,WYCKOFF HEIGHTS MEDICAL CENTER,NY,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.4288,,1.2046,,0.5103,,0.8851,,-0.3438,,-0.1122,,01/01/2016,12/31/2017,0.7165,,Yes,
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.7773,,-1.1536,,-1.0841,,-1.0507,,-0.7651,,0.1669,,01/01/2016,12/31/2017,-0.8944,,No,
150051,IU HEALTH BLOOMINGTON HOSPITAL,IN,2019,-1.201,,10/01/2015,06/30/2017,-1.201,,0.0883,,0.6137,,1.0284,,0.7915,,-1.4406,,-0.5515,,01/01/2016,12/31/2017,-0.1051,,No,
060003,LONGMONT UNITED HOSPITAL,CO,2019,0.4047,,10/01/2015,06/30/2017,0.4047,,-0.1848,,-1.1702,,1.8849,,0.2814,,-1.4406,,-0.4797,,01/01/2016,12/31/2017,-0.0964,,No,
110191,PIEDMONT HENRY HOSPITAL,GA,2019,0.4742,,10/01/2015,06/30/2017,0.4742,,0.5491,,1.2766,,0.7912,,-0.3645,,2.196,,-1.1539,,01/01/2016,12/31/2017,0.5379,,Yes,
360172,MERCY HEALTH-LORAIN HOSPITAL,OH,2019,-1.4232,,10/01/2015,06/30/2017,-1.4232,,-0.2346,,-0.7547,,0.2382,,-0.792,,-1.4406,,1.576,,01/01/2016,12/31/2017,-0.4129,,No,
140002,ALTON MEMORIAL HOSPITAL,IL,2019,1.1115,,10/01/2015,06/30/2017,1.1115,,-0.6049,,-0.2764,,-1.0143,,-0.981,,0.0642,,-0.8168,,01/01/2016,12/31/2017,-0.3474,,No,
